"logFC","logCPM","PValue","FDR"
"Tcas002687",1.66206791944193,2.07547689484837,0.00033032194974001,0.0320444361340017
"Tcas011905",-0.796971236117257,5.19398192588536,0.000385950098179359,0.0370047733360054
"Tcas000700",-1.13207330403145,2.50930404628839,0.000388861208995253,0.0370047733360054
"Tcas002505",1.02857787158178,4.20085780798342,0.000395235713829043,0.0372565589866019
"Tcas004017",-1.32122167731136,6.35514050912868,0.000408934181189067,0.0381875732564594
"Tcas002547",-1.39567348624417,6.77741128744125,0.000425644805130886,0.039380026785813
"Tcas005999",-0.65857275178061,6.41030428583773,0.000442297893345023,0.0405453261495732
"Tcas005749",-0.72957379693609,4.25777849570576,0.000476561896438573,0.0432891497201293
"Tcas004184",-1.94591222994205,2.6058891466845,0.000492249066346886,0.0443112853237665
"Tcas006011",1.48741956384871,3.40457044284884,0.000528227462090787,0.0471254357250995
